vc,owner,managed_by_csa,env_name,server_group_name,vm_id,uuid,name,overall_status,ip_address,mac_address,datacenter,cluster_compute_resource,resource_pool
JJ,,N,,,vm-5263,42042d8e-bb3c-1b4d-cc5a-a16e25992724,SandBox-Admin-Node-Template,null,n/a,00:50:56:84:39:b3,CSL-JJ,C2,
JJ,,N,,,vm-5101,42048b68-391c-37f6-1085-9765f28519b8,SandBox-Admin-Node-Template,null,n/a,00:50:56:84:30:c8,CSL-JJ,C2,CSL-OVDC1 (fba45087-ddf8-4da9-88da-3d7dd323f22a)
cdl,,N,,,vm-444,421f0734-7fdd-7771-163a-1ff114e03311,SandBox-Admin-Node-VM,null,n/a,00:50:56:9f:79:e1,CSL,CSL-Lab1,
JJ,,N,,,vm-929,4204ec22-e517-8636-8af1-a1180250f9c5,SandBox-Controller-Template,null,n/a,n/a,CSL-JJ,C2,
JJ,,N,,,vm-5618,42041fcf-4a6c-c699-9536-e7d930993aa6,SandBox-Controller-Template,null,n/a,00:50:56:84:30:cc,CSL-JJ,C2,CSL-OVDC1 (fba45087-ddf8-4da9-88da-3d7dd323f22a)
cdl,,N,,,vm-445,421f9e76-f5e0-8881-738c-fefac6f04ecb,SandBox-Controller-VM,null,n/a,00:50:56:9f:7c:3c,CSL,CSL-Lab1,
AO,sunil,N,,,vm-21567,422400e3-a76d-afeb-8f55-045a1ff5d994,SA-OS Provider,null,16.78.122.149,00:50:56:a4:64:68,MiniLIT-Unit,Cloud-001,CSL-RP-TEST
cdl,sunil,N,,,vm-486,421f66ea-a1ad-2d31-9d6b-3a25598156a4,SAPatchin8508d0,null,10.1.7.195,00:50:56:9f:19:b0,CSL,CSL-Lab1,
cdl,sathyanarayana-v_sastry,N,,,vm-4594,421b205c-e6a0-468c-ac3e-20987aab2aca,SathSast-041814-90cd90b3456b2d2101457525826322f2,null,10.1.12.92,00:50:56:9b:46:21,CSL-Cluster,CSL,
JJ,,N,,,vm-5323,4204cbad-a0b5-bec0-7ca2-96a8df829cb2,SA-Transporter,null,16.77.19.10,00:50:56:84:58:77,CSL-JJ,C2,
AO,Satya,N,,,vm-35159,4224645d-d7be-b43d-e010-15aafb85aef7,Satya-C28-S5-V2,null,n/a,n/a,MiniLIT-Unit,Cloud-001,CSA-IMP
AO,Satya,N,,,vm-34833,42242785-40a4-d0b6-78dd-f65e7a42a68c,Satya-Cat1,null,n/a,n/a,MiniLIT-Unit,Cloud-001,CSL-RP-TEST
AO,Satya,N,,,vm-35606,42248220-6ac9-050a-2235-207868a0bb95,Satya-Cat1,null,n/a,n/a,MiniLIT-Unit,n/a,
AO,Satya,N,,,vm-35076,4224230c-5205-c866-8b46-25904f6f8e24,Satya-Cat2-Sprint5,null,n/a,n/a,MiniLIT-Unit,Cloud-001,
AO,Satya,N,,,vm-35082,42245101-57cf-70bd-60e9-4b142e928fb3,Satya-Cat3,null,n/a,00:50:56:a4:7d:b4,MiniLIT-Unit,Cloud-001,CSA-IMP
AO,Satya,N,,,vm-35703,42245ec9-f58e-18b9-3e0d-67f5a2475b01,Satya-CentOS-6.4-40GB,null,n/a,n/a,MiniLIT-Unit,n/a,
AO,Satya,N,,,vm-35424,4224966f-a610-474d-ad6b-b488a1db1f09,Satya-CentOS-6.4-40GB,null,n/a,n/a,MiniLIT-Unit,n/a,
AO,Satya,N,,,vm-34829,4224f421-579e-83a3-8690-b178ab5783eb,Satya-CSA1,null,n/a,00:50:56:a4:7c:f2,MiniLIT-Unit,Cloud-001,CSL-RP-TEST
AO,Satya,N,,,vm-35212,42246c67-7880-2c76-659b-b24b972e3bd8,Satya-S5-SX-2,null,n/a,00:50:56:a4:7e:1e,MiniLIT-Unit,n/a,
AO,Satya,N,,,vm-35210,422465a2-092c-c103-8f28-e22b21d2a7eb,Satya-S5V2-C28-155,null,n/a,00:50:56:a4:7e:1d,MiniLIT-Unit,n/a,
AO,Satya,N,,,vm-34828,4224ffb3-7b84-3359-c8fb-263c688b3d42,Satya-SX1,null,n/a,00:50:56:a4:7c:f1,MiniLIT-Unit,Cloud-001,CSL-RP-TEST
AO,Satya,N,,,vm-35158,4224f165-084b-13f8-95bf-b7cf4cf65577,Satya-SX-S5-V2,null,n/a,00:50:56:a4:7d:fa,MiniLIT-Unit,Cloud-001,CSA-IMP
AO,Satya,N,,,vm-35081,42240b82-a0e0-bda7-2ec4-c51d46239248,Satya-SX-Sprint5,null,n/a,n/a,MiniLIT-Unit,Cloud-001,CSA-IMP
cdl,sunil,N,,,vm-510,421fc644-cc8f-adc1-3c4c-53e969858ee8,SAVA01,null,10.1.25.130,00:50:56:9f:49:68,CSL,CSL-Lab1,
cdl,sunil,N,,,vm-569,421f5a40-279d-04d2-a660-585a3fa53a80,SAVA02,null,n/a,00:50:56:9f:07:90,CSL,CSL-Lab1,
AO,sunil,N,,,vm-28812,42241c3d-72b2-f013-60c5-6a01ce39d70a,SAVA20_VM01,null,n/a,00:50:56:a4:5c:1c,MiniLIT-Unit,n/a,
cdl,sunil,N,,,vm-20323,421b4d8e-10d6-8395-b01a-c260126cd5e3,SAVA-dev-AN,null,10.1.5.19,00:50:56:9b:56:f2,CSL-Cluster,CSL,
JJ,sunil,N,,,vm-6754,4204379f-d2bb-5291-325d-e707d0006173,SAVA-LOCAL-INSTALL,null,16.77.19.136,00:50:56:84:45:e1,CSL-JJ,C2,
cdl,sunil,N,,,vm-20332,421b79d0-231a-e63f-b9ee-bf42826a8b53,SAVA-VM02,null,n/a,n/a,CSL-Cluster,CSL,
JJ,,N,,,vm-6977,42045e3b-04b6-1883-c098-36b8b3e8a38d,SAVCADT12592405,null,16.77.19.49,00:50:56:84:72:32,CSL-JJ,C2,
JJ,,N,,,vm-6990,4204ea98-78c2-f132-03f8-efffec1ee493,SAVCADT22a7280c,null,16.77.19.64,00:50:56:84:72:33,CSL-JJ,C2,
JJ,,N,,,vm-5920,4204df7f-5a12-e2c6-28f1-08e5db66cd0a,SA-VM01-14.04,null,16.77.19.46,00:50:56:84:32:90,CSL-JJ,C2,
cdl,,N,,,vm-482,421f3372-5ee3-475b-983a-421dca2308e6,sa-vm-test02,null,n/a,00:50:56:9f:13:5b,CSL,CSL-Lab1,
cdl,scott.m.huey,N,,,vm-10565,421bb8fe-545b-5bd6-6e4e-e6e43a32235d,ScotHuey-071314-90cd90b346079d4f014730da9f367b71,null,10.1.5.18,00:50:56:9b:33:9f,CSL-Cluster,CSL,
cdl,scott.m.huey,Y,,,vm-20092,421b8140-baa2-15a4-821a-eb8ad73f04e2,ScotHuey-140814-${componentid},null,n/a,n/a,CSL-Cluster,CSL,
cdl,scott.m.huey,Y,,,vm-20093,421bddfb-eacf-bd78-8d77-57ebcfbc2622,ScotHuey-140814-${componentid}-VM01,null,10.1.5.47,00:50:56:9b:02:45,CSL-Cluster,CSL,
cdl,scott.m.huey,Y,,,vm-20344,421be2d1-51c0-a713-8108-4ccf9320e851,ScotHuey-190814-90cd90b3477e2ad50147f1386bcb6958,null,n/a,00:50:56:9b:7f:10,CSL-Cluster,CSL,
cdl,scott.m.huey,Y,,,vm-20345,421b4cd8-3a6b-7e2a-57e4-03b84f8ecd70,ScotHuey-190814-90cd90b3477e2ad50147f1386c456971-VM01,null,10.1.5.23,00:50:56:9b:25:cf,CSL-Cluster,CSL,
cdl,,N,,,vm-670,421f316c-e64e-0487-51c2-a26c1ee0ad6e,SCVMM2012,null,n/a,00:50:56:9f:16:a8,CSL,CSL-Lab1,
cdl,,N,,,vm-670,421f316c-e64e-0487-51c2-a26c1ee0ad6e,SCVMM2012,null,n/a,00:50:56:9f:16:a8,CSL,CSL-Lab1,
cdl,,N,,,vm-349,421fb8b1-9589-f4ab-7765-f9be312f96c7,SCVMM2012SP1,null,10.1.6.13,00:50:56:9f:2b:2c,CSL-Cluster,CSL,
cdl,,N,,,vm-349,421fb8b1-9589-f4ab-7765-f9be312f96c7,SCVMM2012SP1,null,10.1.6.13,00:50:56:9f:2b:2c,CSL-Cluster,CSA QA,
cdl,,N,,,vm-20337,421bb6e0-a884-7fd6-3a0d-285830165bed,SCVMM-oo10,null,10.1.4.255,00:50:56:9b:4b:78,CSL-Cluster,CSL,
AO,hema,N,,,vm-21306,4224318d-d0ec-1946-63d5-1cd195d7649e,Service Manager,null,16.78.123.126,00:50:56:a4:01:64,MiniLIT-Unit,Cloud-001,CSL-RP-TEST
JJ,hema,N,,,vm-2572,42044f9c-321e-d04a-7394-563af6987937,Service Manager,null,16.77.19.109,00:50:56:84:07:2f,CSL-JJ,C2,CSL-OVDC1 (fba45087-ddf8-4da9-88da-3d7dd323f22a)
cdl,ShayWiss,N,,,vm-497,421f033d-c297-d627-48e8-e7ce1f692af4,ShayWiss-90cd90b3415690cf0142b9a59fa64745,null,10.1.9.76,00:50:56:9f:48:da,CSL,CSL-Lab1,
cdl,shihai.zhang,Y,,,vm-23668,421b96d7-5615-8ec9-b3d1-09821c036c68,Shi-Zhan-111014-90cd90b3486bf5220148fe2c632d6a5c,null,10.1.7.81,00:50:56:9b:06:c0,CSL,CSL-Lab1,
cdl,shihai.zhang,Y,,,vm-23669,421be28c-5d09-c346-b0e7-b81be3440aee,Shi-Zhan-111014-90cd90b3486bf5220148fe2c6dc36a72,null,10.1.7.6,00:50:56:9b:26:24,CSL,CSL-Lab1,
AO,,N,,,vm-7189,42240b52-6457-a35e-2c64-400eba392262,SIS1112CSA,null,16.78.122.38,00:50:56:a4:40:41,MiniLIT-Unit,Cloud-001,
AO,,N,,,vm-22128,42245a11-25ed-633b-0b82-af25a095f709,SiteScope11.22 (32 on 64),null,16.78.122.150,00:50:56:a4:02:dd,MiniLIT-Unit,Cloud-001,CSL-RP-TEST
JJ,,N,,,vm-2763,4204c624-7e42-5635-2966-acc0a9c27787,SiteScopeTemplate,null,n/a,00:50:56:84:12:35,CSL-JJ,C2,
cdl,,N,,,vm-20248,421b6523-c352-618c-de91-1504bc01d690,SivaThiv-180814-90cd90b3477e2ad50147e81af5192b05,null,n/a,n/a,CSL-Cluster,CSL,
JJ,,N,,,vm-4256,420465c9-5ce5-c992-7b0d-7303bbb04c67,SM Integ Test New VM-127,null,16.77.19.138,00:50:56:84:38:ac,CSL-JJ,C2,CSL-OVDC1 (fba45087-ddf8-4da9-88da-3d7dd323f22a)
JJ,,N,,,vm-5781,4204dce7-893d-ba45-ec13-ff3ecef1567a,SM Integration-CSA4.0-OO10x,null,16.77.20.16,00:50:56:84:2f:32,CSL-JJ,C2,CSL-OVDC1 (fba45087-ddf8-4da9-88da-3d7dd323f22a)
JJ,,N,,,vm-6823,420428bf-1e7b-6a70-ea4d-da95ed3812bc,SMIntegration-CSA4-OO9,null,16.77.19.107,00:50:56:84:2f:90,CSL-JJ,C2,
AO,,N,,,vm-15083,4224481b-a81c-3173-68fa-00c1e01221e1,smtp-relay-serv,null,16.78.122.181,n/a,MiniLIT-Unit,Cloud-001,
JJ,,N,,,vm-4759,42045b8a-2318-bef3-4384-68b78c0c2446,smtp-W2k8,null,n/a,n/a,CSL-JJ,C2,
AO,,N,,,vm-35205,42242740-bf55-0e16-67b4-32156e403086,Sprint5Cat,null,n/a,00:50:56:a4:7e:18,MiniLIT-Unit,n/a,
AO,,N,,,vm-35206,422476ee-4377-6f09-4f00-1b5d951a0a3d,Sprint5Sx,null,n/a,00:50:56:a4:7e:19,MiniLIT-Unit,n/a,
AO,,N,,,vm-32264,4224cb7c-6895-6cf9-0196-d90cc5e89106,SPS-C28Dev,null,16.78.118.96,00:50:56:a4:33:86,MiniLIT-Unit,n/a,
cdl,StefBerr,N,,,vm-630,421fb760-1e84-3aa1-1591-16271e348dc8,StefBerr-90cd90b34045ca0001404e0e77fb01ca,null,10.1.6.94,00:50:56:9f:71:d7,CSL,CSL-Lab1,
cdl,steve_forsyth,Y,,,vm-23526,421b6910-3e74-b0ca-411e-02e710967093,StevFors-091014-90cd90b3486bf5220148f64c6ae32c42,null,10.1.4.1,00:50:56:9b:5a:11,CSL-Cluster,CSL,
cdl,steve_forsyth,N,,,vm-397,421f44ee-b6bf-e3ab-8504-f8cfef119eb5,StevFors-90cd90b3406ec6f20140834de1df0b60,null,10.1.6.12,00:50:56:9f:7a:7d,CSL,CSL-Lab1,
cdl,sumachat,N,,,vm-579,421f79d6-4e3a-da9d-f4f8-d8c3beb2431d,SumaChat-90cd90b34136ce42014154b0d25c22a6,null,n/a,00:50:56:9f:1a:8b,CSL,CSL-Lab1,
cdl,sumachat,N,,,vm-656,421fd4f1-1720-ddb4-5ea7-d632dc809113,SumaChat-90cd90b3415690cf0141a083e1d752cd,null,10.1.7.25,00:50:56:9f:21:21,CSL,CSL-Lab1,
cdl,sumachat,N,,,vm-417,421f22a7-16d6-91fc-8e28-e7a01328bf9e,SumaChat-90cd90b3415690cf0141a084d2e45499,null,n/a,00:50:56:9f:55:08,CSL,CSL-Lab1,
cdl,sumachat,N,,,vm-490,421f8e69-e446-bc32-50ca-3abce070f0c4,SumaChat-90cd90b3415690cf0141e009e0de21e4,null,10.1.4.178,00:50:56:9f:09:a3,CSL,CSL-Lab1,
cdl,sumachat,N,,,vm-491,421f68b6-64c1-c7fc-f129-767fb80a94fd,SumaChat-90cd90b3415690cf0142042fee30255e,null,10.1.6.240,00:50:56:9f:09:51,CSL,CSL-Lab1,
cdl,sumachat,N,,,vm-494,421f321f-ae13-8bab-40f5-96f660620289,SumaChat-90cd90b3415690cf0142084651f52c43,null,10.1.7.191,00:50:56:9f:0a:55,CSL,CSL-Lab1,
cdl,sumachat,N,,,vm-495,421f71b2-3c3b-8ff3-e8d3-98950c1b4cbb,SumaChat-90cd90b3415690cf014208472f3a2e0f,null,10.1.7.199,00:50:56:9f:51:d9,CSL,CSL-Lab1,
cdl,sumit.kala,Y,,,vm-23158,421bdf6d-4bbc-d52c-4c11-d05a02f7af87,SumiKala-031014-90cd90b3486bf5220148d85f5cd546af,null,10.1.5.14,00:50:56:9b:11:a1,CSL-Cluster,CSL,
cdl,sumit.kala,Y,,,vm-23188,421b5c8b-2723-6c67-6716-fb66afb86416,SumiKala-051014-90cd90b3486bf5220148e2764f514d63,null,169.254.67.54,00:50:56:9b:43:06,CSL-Cluster,CSL,
cdl,sumit.kala,Y,,,vm-23242,421b72b8-3335-5fae-7d19-eec335552536,SumiKala-061014-90cd90b3486bf5220148e777fb356d96,null,10.1.5.114,00:50:56:9b:27:43,CSL-Cluster,CSL,
cdl,sumit.kala,Y,,,vm-23341,421bd5eb-f826-a190-536a-9b7859bf1ace,SumiKala-071014-90cd90b3486bf5220148ebee06ee00fb,null,10.1.7.101,00:50:56:9b:05:7c,CSL-Cluster,CSL,
cdl,sumit.kala,Y,,,vm-23348,421bdd29-2b49-40c7-8b3e-1a111212c2c1,SumiKala-071014-90cd90b3486bf5220148ecb1624d157d,null,10.1.6.27,00:50:56:9b:1b:fe,CSL-Cluster,CSL,
cdl,sumit.kala,Y,,,vm-23350,421bc6c7-df9b-d9c1-4c97-b44089411676,SumiKala-071014-90cd90b3486bf5220148ecdab6b31f66-VM01,null,10.1.5.145,00:50:56:9b:3b:ac,CSL-Cluster,CSL,
cdl,sumit.kala,Y,,,vm-23423,421be1e9-c15c-a31f-c9ee-776267370d39,SumiKala-081014-90cd90b3486bf5220148f11130cd4ecd,null,10.1.4.223,00:50:56:9b:37:96,CSL-Cluster,CSL,
cdl,sumit.kala,Y,,,vm-23833,421b1d77-98b9-05bd-7f31-9b2684460ab5,SumiKala-131014-90cd90b3486bf52201490b6ebfd449cd,null,10.1.5.10,00:50:56:9b:36:02,CSL-Cluster,CSL,
cdl,sunil,N,,,vm-9807,421b7700-d83b-e9b6-9c2a-8f97c35a7a71,SuniAlad-070214-90cd90b346079d4f0146f842cba421be,null,10.1.14.75,00:50:56:9b:5a:7e,CSL-Cluster,CSL,
cdl,sunil,N,,,vm-9827,421baa05-33d0-7684-b533-73c04f9bcd26,SuniAlad-070214-90cd90b346079d4f0146f98578052e89,null,10.1.5.243,00:50:56:9b:7e:90,CSL-Cluster,CSL,
cdl,sunil,N,,,vm-10749,421b1cbe-6c47-151c-a95f-83fd827184a9,SuniAlad-071614-90cd90b347378e53014741e6342e1690,null,10.1.4.250,00:50:56:9b:25:08,CSL-Cluster,CSL,
cdl,sunil,N,,,vm-651,421f7d56-caba-b3d4-2ac1-1cb110bdb4cd,SuniAlad-90cd90b3415690cf01419e355cf0452d,null,10.1.7.59,00:50:56:9f:61:68,CSL,CSL-Lab1,
cdl,sunil,N,,,vm-613,421f7ee4-cb74-da7d-57b4-ca4f11ef9a87,SuniAlad-90cd90b3415690cf01419ef8a2284a21,null,10.1.7.83,00:50:56:9f:28:da,CSL,CSL-Lab1,
cdl,sunil,N,,,vm-600,421f4e0e-496e-2d0c-7575-d413f5b11d17,SuniAlad-90cd90b3415690cf0143052c8a635bb6,null,10.1.8.38,00:50:56:9f:4f:55,CSL,CSL-Lab1,
cdl,sunil,N,,,vm-599,421f97da-26b4-54fa-f051-b65c56a9a04d,SuniAlad-90cd90b3415690cf0143052c8a665bb7,null,10.1.7.135,00:50:56:9f:3e:b6,CSL,CSL-Lab1,
AO,sunil,N,,,vm-24553,42242655-dd81-7ee5-3dcd-49520fbcf30d,Sunil_VM01-v3.1,null,16.78.122.183,00:50:56:a4:05:4a,MiniLIT-Unit,Cloud-001,
JJ,sunil,N,,,vm-1567,4204da49-861f-1872-59fe-5dd5a85da5f9,Sunil-CP1408-TI01,null,16.77.19.79,00:50:56:84:71:f8,CSL-JJ,C2,
AO,,N,,,vm-34497,4224301b-c892-6d50-c756-365df7305cc3,SX,null,n/a,00:50:56:a4:7b:d9,MiniLIT-Unit,n/a,
AO,,N,,,vm-35825,4224dd06-07db-5f86-d657-cec0a0204fea,SX-Hard1-124,null,n/a,n/a,MiniLIT-Unit,n/a,
AO,,N,,,vm-35149,42247140-a656-5c0a-84eb-0c9718653cac,sx-test,null,n/a,00:50:56:a4:7d:f0,MiniLIT-Unit,n/a,
cdl,ankit,N,,,vm-400,421f79a2-8ef6-09ba-f80a-067f37518a0e,TA CSA32 Host - Moffett,null,10.1.5.181,00:50:56:9f:05:2f,CSL,CSL-Lab1,
JJ,ankit,N,,,vm-1403,4204867f-eecf-44dc-f13b-20dc50f573fc,TA-ATE-01,null,16.77.19.6,00:50:56:84:38:d9,CSL-JJ,C2,
cdl,ankit,N,,,vm-10679,421b6f88-2145-32bb-c7b6-d3ed9263bfcc,TA-ATE-02,null,10.1.4.21,00:50:56:9b:63:fe,CSL-Cluster,CSL,
JJ,ankit,N,,,vm-2253,4204659c-400c-843a-1e7c-3814a985174c,TA-ATE-02,null,16.77.19.51,00:50:56:84:17:24,CSL-JJ,C2,
cdl,ankit,N,,,vm-13635,421b12b4-cfce-c80c-eaf0-88812e9c557a,TA-ATE-03,null,10.1.5.44,00:50:56:9b:62:ba,CSL-Cluster,CSL,
JJ,ankit,N,,,vm-1948,4204d977-ab27-1ab2-b507-75f6f5c15b0c,TA-ATE-03,null,16.77.20.81,00:50:56:84:33:2d,CSL-JJ,C2,
JJ,ankit,N,,,vm-5353,42042299-9c9d-c665-7f4e-4ce1805525af,TA-ATE-04,null,16.77.19.126,00:50:56:84:70:e6,CSL-JJ,C2,
cdl,ankit,N,,,vm-14939,421bb965-39d2-c2ef-e8bf-e972f51dc774,TA-ATE-05,null,10.1.5.5,00:50:56:9b:42:0f,CSL-Cluster,CSL,
JJ,ankit,N,,,vm-5407,4204ab1c-286d-5ff6-0ef6-33e1e067217d,TA-ATE-05,null,16.77.19.43,00:50:56:84:72:3b,CSL-JJ,C2,
cdl,ankit,N,,,vm-20231,421b3663-bf21-0f97-a67a-963d17b745e0,TA-ATE-06,null,n/a,n/a,CSL-Cluster,CSL,
JJ,ankit,N,,,vm-5907,42041eaf-53c7-1042-1c4f-a195cc6ad420,TA-ATE-06,null,16.77.19.40,00:50:56:84:04:3f,CSL-JJ,C2,
cdl,ankit,N,,,vm-22505,421b0e77-6dad-8722-b350-5e8b604fff32,TA-ATE-07,null,10.1.7.4,00:50:56:9b:2a:99,CSL-Cluster,CSL,
JJ,ankit,N,,,vm-5164,420450c9-481c-5700-11b5-3d086d2b38a1,TA-ATE-07,null,16.77.19.155,00:50:56:84:45:f5,CSL-JJ,C2,
JJ,ankit,N,,,vm-1014,42040483-61ad-99ab-bf5f-6272e86f3a81,TA-CSLQA-v01,null,16.77.19.150,00:50:56:84:31:65,CSL-JJ,C2,
JJ,,N,,,vm-6527,4204ffff-7cb7-5b7b-f7b7-d82fbe719e8e,TAH-4.0_10.02,null,16.77.20.38,00:50:56:84:31:67,CSL-JJ,C2,
JJ,,N,,,vm-7054,4204da3c-0e5a-bc1a-563f-9a77e23acee6,TAS-AJ-Cl,null,10.1.37.178,00:ff:79:e7:74:1a,CSL-JJ,C2,
cdl,ankit,N,,,vm-10680,421b791d-48fb-dc88-2a40-0702289133e8,TA-TC,null,10.1.4.177,00:50:56:9b:2d:e1,CSL-Cluster,CSL,CloudOS
JJ,ankit,N,,,vm-5065,4204030b-e961-d831-47af-cf8f9239a9f1,TA-TC,null,16.77.19.133,00:50:56:84:38:dc,CSL-JJ,C2,
cdl,Teenu,N,,,vm-2537,421b4bb7-7765-154e-0ebe-e249a5651877,TeenKuri-030614-90cd90b44496d413014496e88cb80049-CSA 4.0 and OO 9.07,null,n/a,00:50:56:9b:7e:fa,CSL-Cluster,CSL,
cdl,Teenu,N,,,vm-2542,421b2c19-ead1-b4c7-8737-367bc036912c,TeenKuri-030614-90cd90b4449aeb4901449b195e1f0100-Community Offerings,null,10.1.5.192,00:50:56:9b:5c:ab,CSL-Cluster,CSL,
cdl,Teenu,N,,,vm-2626,421b5e11-7ecd-347e-7964-631e7260566d,TeenKuri-030714-90cd90b3449fd4130144a04c926b0071-CSA 4.0 and OO 9.07,null,n/a,00:50:56:9b:68:d7,CSL-Cluster,CSL,
cdl,,N,,,vm-598,421fdc31-e5e9-fe0c-7845-af22dde4c68e,TeodRevn-90cd90b3415690cf01430192d5d058c5,null,10.1.8.205,00:50:56:9f:44:a9,CSL,CSL-Lab1,
JJ,,N,,,vm-7078,42045645-1ddc-fb5e-64df-c99198667b12,test,null,16.77.19.211,00:50:56:84:33:42,CSL-JJ,C2,
AO,,N,,,vm-35379,4224f9da-bcea-8fe7-6259-f401f966a278,test-123,null,n/a,00:50:56:a4:7e:93,MiniLIT-Unit,n/a,
AO,ankit,N,,,vm-11584,422418e1-8701-de00-0d21-7175dc7d9b3a,Test-Automation-CSL,null,16.78.122.236,00:50:56:a4:76:a7,MiniLIT-Unit,Cloud-001,
JJ,,N,,,vm-5059,42049a6a-0e74-11c7-e9f4-cabdf1660d46,TestCS,null,16.77.19.22,00:50:56:84:0e:2b,CSL-JJ,C2,CSL-OVDC1 (fba45087-ddf8-4da9-88da-3d7dd323f22a)
cdl,,N,,,vm-22515,421b6580-9086-0383-ce39-3e4b5b6e6b6f,TestCSA42OO907,null,n/a,n/a,CSL-Cluster,CSL,
cdl,,N,,,vm-425,421fa370-5fab-7d7b-318f-92b9cb378096,test-ext4,null,n/a,00:50:56:9f:5d:81,CSL,CSL-Lab1,
cdl,manju,N,,,vm-6323,421bf208-aa42-8d8f-caf7-5892da94dfb8,Test-Helion,null,n/a,00:50:56:9b:54:04,CSL,CSL-Lab1,CSL vCD Org (c7d91882-6d66-468d-b4f2-203daca70258)
cdl,,N,,,vm-476,421fc9cd-c131-8fdd-e051-847b000bc7d3,Test-Rhel,null,10.1.7.82,00:50:56:9f:3f:64,CSL,CSL-Lab1,
JJ,,N,,,vm-7083,4204c08c-ae78-bd1c-b996-8e91ce0cd42e,testrhel-1,null,16.77.19.179,00:50:56:84:32:ac,CSL-JJ,C2,
AO,manju,N,,,vm-12489,422498f1-4926-1f44-1f74-a1ea158f133f,TippingPoint VMC,null,16.78.123.250,00:50:56:a4:68:02,MiniLIT-Unit,Cloud-001,
cdl,tom.huibregtse,Y,,,vm-7597,421bc066-201c-77d9-e785-8c27caa34321,TomHuib-060614-90cd90b346079d4f014673625f870a22,null,10.1.12.57,00:50:56:9b:12:90,CSL,CSL-Lab1,
cdl,tom.huibregtse,Y,,,vm-7716,421bbe2e-caa0-e112-2bee-ff73e321f63d,TomHuib-090614-90cd90b346079d4f0146820453e73306,null,10.1.14.134,00:50:56:9b:4b:06,CSL,CSL-Lab1,
cdl,tom.huibregtse,Y,,,vm-7725,421b87c3-da64-5e74-30a7-bfb645b7340c,TomHuib-090614-90cd90b346079d4f0146824f54965433,null,10.1.14.87,00:50:56:9b:0f:c6,CSL,CSL-Lab1,
cdl,tom.huibregtse,Y,,,vm-23783,421b7d27-59e7-baf7-4efe-ae5f4b6f619a,TomHuib-131014-90cd90b3486bf52201490a11808b128b,null,10.1.7.253,00:50:56:9b:1f:bb,CSL,CSL-Lab1,
cdl,tom.huibregtse,Y,,,vm-23782,421bf629-9f95-5561-6d00-8d65463d0d39,TomHuib-131014-90cd90b3486bf52201490a1180ff12a1,null,n/a,n/a,CSL,CSL-Lab1,
cdl,tom.huibregtse,Y,,,vm-23784,421be7ac-02ed-5661-2031-13b9c6e7278c,TomHuib-131014-90cd90b3486bf52201490a118ac212b7,null,10.1.4.188,00:50:56:9b:6e:d0,CSL,CSL-Lab1,
cdl,tom.huibregtse,Y,,,vm-23784,421be7ac-02ed-5661-2031-13b9c6e7278c,TomHuib-131014-90cd90b3486bf52201490a118ac212b7,null,10.1.4.188,00:50:56:9b:6e:d0,CSL,CSA QA,
cdl,tom.huibregtse,Y,,,vm-23781,421b14f0-9d71-5908-ba22-b40f24113249,TomHuib-131014-90cd90b3486bf52201490a118afb12cd,null,10.1.7.166,00:50:56:9b:27:98,CSL,CSL-Lab1,
AO,,N,,,vm-13129,42246bee-92a6-0c4a-5f38-e4582aa2394b,Transporter,null,10.8.0.122,00:ff:62:8a:3e:6e,MiniLIT-Unit,Cloud-001,
JJ,,N,,,vm-2417,42042483-a884-20e2-60cb-8e07b9b345b0,Transporter,null,16.77.19.35,00:50:56:84:2a:16,CSL-JJ,C2,
JJ,,N,,,vm-1413,42042483-a884-20e2-60cb-8e07b9b345b0,Transporter,null,16.77.19.35,00:50:56:84:2a:16,CSL-JJ,C2,
JJ,,N,,,vm-2887,42042483-a884-20e2-60cb-8e07b9b345b0,Transporter,null,16.77.19.35,00:50:56:84:2a:16,CSL-JJ,C2,
JJ,,N,,,vm-2491,42042483-a884-20e2-60cb-8e07b9b345b0,Transporter,null,16.77.19.35,00:50:56:84:2a:16,CSL-JJ,C2,
cdl,,N,,,vm-23618,421b38d2-7276-127d-da1e-ef393af34dae,TrialLinuxGui,null,10.1.5.34,00:50:56:9b:01:97,CSL,CSL-Lab1,
JJ,prashanth,N,,,vm-4341,42046c82-e5f1-8fca-0764-9d88526d5130,TTV_FileServer_Linux,null,n/a,n/a,CSL-JJ,C2,
JJ,prashanth,N,,,vm-7084,42046c82-e5f1-8fca-0764-9d88526d5130,TTV_FileServer_Linux,null,n/a,n/a,CSL-JJ,C2,
cdl,prashanth,N,,,vm-23102,421b9320-1d80-6afa-5cec-8d874e6661d5,TTV_FileServer_Windows,null,10.1.7.185,00:50:56:9b:6f:74,CSL,CSL-Lab1,
JJ,prashanth,N,,,vm-1082,4204b47b-0f88-c31e-a187-ced18dc656ab,TTV_FileServer_Windows,null,16.77.19.12,00:ff:31:b5:1d:f0,CSL-JJ,C2,
cdl,prashanth,N,,,vm-23529,421b5158-115f-6c27-bbf8-8b4392e90781,TTV_Linux_DMA,null,10.1.7.204,00:50:56:9b:07:02,CSL,CSL-Lab1,
cdl,prashanth,N,,,vm-23529,421b5158-115f-6c27-bbf8-8b4392e90781,TTV_Linux_DMA,null,10.1.7.204,00:50:56:9b:07:02,CSL,CSA QA,
